,model,lookback,hidden_size,num_layers,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
380,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.2,0.0,0.01,0.95,0.5742375,0.4257625,1.2947567630825105,1.8684,149472,90528,25,567.5774193548388,30.424584999999997,"TitForTat,OmegaTFT"
381,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.2,0.0,0.01,0.99,0.4677875,0.5322125,3.011766142538225,1.545875,123670,116330,26,486.35322580645163,46.99795399999999,"TitForTat,OmegaTFT"
382,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.2,0.0,0.001,0.95,0.4168875,0.5831125,1.8668708101874723,1.478825,118306,121694,26,498.4177419354839,50.75456999999999,"TitForTat,OmegaTFT"
383,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.2,0.0,0.001,0.99,0.4317125,0.5682875,3.090466658381995,1.4791375,118331,121669,26,506.06129032258065,49.17205799999999,"TitForTat,OmegaTFT"
384,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.05,0.0,0.01,0.95,0.478775,0.521225,0.8074947392485176,1.9549625,156397,83603,25,634.7935483870967,51.82445699999999,"TitForTat,OmegaTFT"
385,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.05,0.0,0.01,0.99,0.426725,0.573275,2.8557574941861064,1.5481,123848,116152,25,631.1306451612903,52.611768,"TitForTat,OmegaTFT"
386,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.05,0.0,0.001,0.95,0.84915,0.15085,1.070159333092598,2.7220375,217763,22237,25,601.0612903225806,51.524604999999994,"TitForTat,OmegaTFT"
387,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.05,0.0,0.001,0.99,0.3961125,0.6038875,3.4810453939557795,1.6375375,131003,108997,25,538.141935483871,52.75049600000001,"TitForTat,OmegaTFT"
388,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.1,0.0,0.01,0.95,0.4201875,0.5798125,1.207328357615031,1.6939875,135519,104481,25,568.2354838709678,34.671477,"TitForTat,OmegaTFT"
389,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.1,0.0,0.01,0.99,0.4555875,0.5444125,3.021856464962348,1.5449125,123593,116407,30,467.9725806451613,31.076992,"TitForTat,OmegaTFT"
390,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.1,0.0,0.001,0.95,0.26075,0.73925,1.4226572173516276,1.4766,118128,121872,25,632.7080645161291,32.215618000000006,"TitForTat,OmegaTFT"
391,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.1,0.0,0.001,0.99,0.5323125,0.4676875,3.308097486209852,1.4877625,119021,120979,26,509.30806451612904,63.155805,"TitForTat,OmegaTFT"
392,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.2,0.0,0.01,0.95,0.6399875,0.3600125,1.247394755818365,2.055525,164442,75558,25,598.9209677419354,57.280449999999995,"TitForTat,OmegaTFT"
393,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.2,0.0,0.01,0.99,0.476125,0.523875,3.0069773365294865,1.5142625,121141,118859,25,510.97903225806454,55.477958999999984,"TitForTat,OmegaTFT"
394,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.2,0.0,0.001,0.95,0.3568125,0.6431875,1.940927615676856,1.5172,121376,118624,25,543.166129032258,35.35686700000001,"TitForTat,OmegaTFT"
395,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,3,0.2,0.0,0.001,0.99,0.5084875,0.4915125,3.3307320962321145,1.506225,120498,119502,25,531.8951612903226,61.00396100000001,"TitForTat,OmegaTFT"
396,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.05,0.0,0.01,0.95,0.9107125,0.0892875,0.32133636173259245,2.8157125,225257,14743,26,501.44354838709677,37.64977599999998,"TitForTat,OmegaTFT"
397,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.05,0.0,0.01,0.99,0.48385,0.51615,2.2929272638694695,1.4219,113752,126248,25,633.8548387096774,38.63244800000002,"TitForTat,OmegaTFT"
398,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.05,0.0,0.001,0.95,0.2164875,0.7835125,0.5868446353105632,1.277125,102170,137830,25,579.1596774193548,34.233278999999996,"TitForTat,OmegaTFT"
399,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.05,0.0,0.001,0.99,0.5577125,0.4422875,2.510544107004275,1.2309625,98477,141523,25,553.7,39.29388700000002,"TitForTat,OmegaTFT"
400,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.1,0.0,0.01,0.95,0.8853875,0.1146125,0.5133414557100751,2.700525,216042,23958,25,666.2161290322581,34.704548,"TitForTat,OmegaTFT"
401,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.1,0.0,0.01,0.99,0.5212,0.4788,2.450735341866435,1.4288,114304,125696,25,588.35,42.402449,"TitForTat,OmegaTFT"
402,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.1,0.0,0.001,0.95,0.252175,0.747825,0.7198316546885059,1.277475,102198,137802,28,454.8661290322581,39.03053299999999,"TitForTat,OmegaTFT"
403,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.1,0.0,0.001,0.99,0.338475,0.661525,2.067994443856936,1.2452,99616,140384,26,505.53709677419357,39.34075800000001,"TitForTat,OmegaTFT"
404,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.2,0.0,0.01,0.95,0.7058125,0.2941875,1.332957827913406,1.9747875,157983,82017,25,567.3548387096774,36.27046399999998,"TitForTat,OmegaTFT"
405,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.2,0.0,0.01,0.99,0.483325,0.516675,2.486559358911374,1.429225,114338,125662,25,516.4387096774194,38.671229000000004,"TitForTat,OmegaTFT"
406,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.2,0.0,0.001,0.95,0.6207125,0.3792875,1.8024585751397881,1.396625,111730,128270,25,506.46774193548384,34.102973999999996,"TitForTat,OmegaTFT"
407,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,1,0.2,0.0,0.001,0.99,0.4225375,0.5774625,2.50464477237602,1.3268375,106147,133853,25,578.5112903225806,40.736244,"TitForTat,OmegaTFT"
408,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.05,0.0,0.01,0.95,0.6042625,0.3957375,0.61762794872724,2.1793375,174347,65653,25,652.2403225806452,44.703219999999995,"TitForTat,OmegaTFT"
409,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.05,0.0,0.01,0.99,0.4861,0.5139,2.6273390147526436,1.575875,126070,113930,25,604.1758064516129,42.649280999999995,"TitForTat,OmegaTFT"
410,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.05,0.0,0.001,0.95,0.9565625,0.0434375,0.8679495389956624,2.9384,235072,4928,25,614.5548387096774,43.64700500000001,"TitForTat,OmegaTFT"
411,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.05,0.0,0.001,0.99,0.3420875,0.6579125,2.4839209176823855,1.3732125,109857,130143,25,559.0677419354839,46.704232,"TitForTat,OmegaTFT"
412,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.1,0.0,0.01,0.95,0.779475,0.220525,0.4911427194050706,2.534525,202762,37238,25,616.3983870967742,45.316088999999984,"TitForTat,OmegaTFT"
413,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.1,0.0,0.01,0.99,0.507625,0.492375,2.907815762755179,1.60955,128764,111236,26,502.86129032258066,48.02298900000001,"TitForTat,OmegaTFT"
414,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.1,0.0,0.001,0.95,0.4364875,0.5635125,1.4074670425948534,1.501825,120146,119854,27,476.6177419354839,43.20307400000001,"TitForTat,OmegaTFT"
415,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.1,0.0,0.001,0.99,0.4238,0.5762,2.766956674229594,1.4117,112936,127064,26,517.0064516129032,48.255274000000014,"TitForTat,OmegaTFT"
416,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.2,0.0,0.01,0.95,0.5422125,0.4577875,1.3211478408275468,1.798325,143866,96134,25,567.1322580645161,41.01169899999999,"TitForTat,OmegaTFT"
417,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.2,0.0,0.01,0.99,0.488375,0.511625,2.8617780813920506,1.5486625,123893,116107,25,550.9935483870968,41.92410000000002,"TitForTat,OmegaTFT"
418,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.2,0.0,0.001,0.95,0.4471125,0.5528875,1.5667461121883108,1.5364,122912,117088,25,567.9854838709678,52.12195199999999,"TitForTat,OmegaTFT"
419,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,2,0.2,0.0,0.001,0.99,0.497125,0.502875,3.019706274585897,1.445475,115638,124362,25,595.5112903225806,48.729533,"TitForTat,OmegaTFT"
420,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,3,0.05,0.0,0.01,0.95,0.233875,0.766125,0.8288760937335015,1.4040125,112321,127679,26,470.8774193548387,55.18005399999999,"TitForTat,OmegaTFT"
421,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,3,0.05,0.0,0.01,0.99,0.5081125,0.4918875,2.8808952262149976,1.5809,126472,113528,27,463.2193548387097,34.45157300000001,"TitForTat,OmegaTFT"
422,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,3,0.05,0.0,0.001,0.95,0.1268625,0.8731375,0.6635543829654351,1.3414625,107317,132683,25,568.4870967741936,35.113462999999996,"TitForTat,OmegaTFT"
423,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 16, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=16, out_features=2, bias=True)
)",2,16,3,0.05,0.0,0.001,0.99,0.37795,0.62205,2.9142025377377614,1.4839625,118717,121283,25,567.5145161290322,34.416834,"TitForTat,OmegaTFT"
